일자,시각,1시간평균 미세먼지농도(㎍/㎥)
2017-02-14,20,38.0
2017-02-14,21,21.0
2017-02-14,22,23.0
2017-02-14,23,22.0
2017-02-15,0,21.0
2017-02-15,1,32.0
2017-02-15,2,33.0
2017-02-15,3,42.0
2017-02-15,4,43.0
2017-02-15,5,45.0
2017-02-15,6,44.0
2017-02-15,7,46.0
2017-02-15,8,49.0
2017-02-15,9,43.0
2017-02-15,10,58.0
2017-02-15,11,64.0
2017-02-15,12,53.0
2017-02-15,13,48.0
2017-02-15,14,46.0
2017-02-15,15,54.0
2017-02-15,16,66.0
2017-02-15,17,83.0
2017-02-15,18,76.0
2017-02-15,19,69.0
2017-02-15,20,54.0
2017-02-15,21,53.0
2017-02-15,22,56.0
2017-02-15,23,61.0
2017-02-16,0,63.0
2017-02-16,1,72.0
2017-02-16,2,87.0
2017-02-16,3,79.0
2017-02-16,4,75.0
2017-02-16,5,72.0
2017-02-16,6,68.0
2017-02-16,7,65.0
2017-02-16,8,58.0
2017-02-16,9,56.0
2017-02-16,10,76.0
2017-02-16,11,83.0
2017-02-16,12,70.0
2017-02-16,13,69.0
2017-02-16,14,50.0
2017-02-16,15,35.0
2017-02-16,16,37.0
2017-02-16,17,30.0
2017-02-16,18,33.0
2017-02-16,19,29.0
2017-02-16,20,33.0
2017-02-16,21,30.0
2017-02-16,22,22.0
2017-02-16,23,23.0
2017-02-17,0,19.0
2017-02-17,1,26.0
2017-02-17,2,34.0
2017-02-17,3,20.0
2017-02-17,4,8.0
2017-02-17,5,10.0
2017-02-17,6,14.0
2017-02-17,7,19.0
2017-02-17,8,12.0
2017-02-17,9,19.0
2017-02-17,10,43.0
2017-02-17,11,68.0
2017-02-17,12,80.0
2017-02-17,13,84.0
2017-02-17,14,84.0
2017-02-17,15,83.0
2017-02-17,16,70.0
2017-02-17,17,70.0
2017-02-17,18,67.0
2017-02-17,19,51.0
2017-02-17,20,39.0
2017-02-17,21,29.0
2017-02-17,22,30.0
2017-02-17,23,23.0
2017-02-18,0,28.0
2017-02-18,1,32.0
2017-02-18,2,25.0
2017-02-18,3,28.0
2017-02-18,4,24.0
2017-02-18,5,23.0
2017-02-18,6,26.0
2017-02-18,7,26.0
2017-02-18,8,23.0
2017-02-18,9,20.0
2017-02-18,10,35.0
2017-02-18,11,32.0
2017-02-18,12,37.0
2017-02-18,13,34.0
2017-02-18,14,32.0
2017-02-18,15,30.0
2017-02-18,16,30.0
2017-02-18,17,41.0
2017-02-18,18,37.0
2017-02-18,19,34.0
2017-02-18,20,26.0
2017-02-18,21,30.0
2017-02-18,22,28.0
2017-02-18,23,30.0
2017-02-19,0,37.0
2017-02-19,1,34.0
2017-02-19,2,45.0
2017-02-19,3,43.0
2017-02-19,4,48.0
2017-02-19,5,42.0
2017-02-19,6,34.0
2017-02-19,7,41.0
2017-02-19,8,36.0
2017-02-19,9,40.0
2017-02-19,10,41.0
2017-02-19,11,36.0
2017-02-19,12,27.0
2017-02-19,13,31.0
2017-02-19,14,41.0
2017-02-19,15,37.0
2017-02-19,16,38.0
2017-02-19,17,45.0
2017-02-19,18,48.0
2017-02-19,19,47.0
2017-02-19,20,46.0
2017-02-19,21,35.0
2017-02-19,22,31.0
2017-02-19,23,23.0
2017-02-20,0,21.0
2017-02-20,1,26.0
2017-02-20,2,20.0
2017-02-20,3,27.0
2017-02-20,4,25.0
2017-02-20,5,20.0
2017-02-20,6,29.0
2017-02-20,7,43.0
2017-02-20,8,83.0
2017-02-20,9,91.0
2017-02-20,10,92.0
2017-02-20,11,74.0
2017-02-20,12,50.0
2017-02-20,13,39.0
2017-02-20,14,40.0
2017-02-20,15,40.0
2017-02-20,16,45.0
2017-02-20,17,47.0
2017-02-20,18,44.0
2017-02-20,19,38.0
2017-02-20,20,45.0
2017-02-20,21,45.0
2017-02-20,22,25.0
2017-02-20,23,28.0
2017-02-21,0,28.0
2017-02-21,1,32.0
2017-02-21,2,21.0
2017-02-21,3,26.0
2017-02-21,4,28.0
2017-02-21,5,31.0
2017-02-21,6,22.0
2017-02-21,7,31.0
2017-02-21,8,34.0
2017-02-21,9,36.0
2017-02-21,10,42.0
2017-02-21,11,53.0
2017-02-21,12,54.0
2017-02-21,13,53.0
2017-02-21,14,47.0
2017-02-21,15,48.0
2017-02-21,16,45.0
2017-02-21,17,58.0
2017-02-21,18,62.0
2017-02-21,19,70.0
2017-02-21,20,70.0
2017-02-21,21,72.0
2017-02-21,22,59.0
2017-02-21,23,37.0
2017-02-22,0,35.0
2017-02-22,1,29.0
2017-02-22,2,36.0
2017-02-22,3,31.0
2017-02-22,4,34.0
2017-02-22,5,36.0
2017-02-22,6,30.0
2017-02-22,7,37.0
2017-02-22,8,34.0
2017-02-22,9,29.0
2017-02-22,10,32.0
2017-02-22,11,21.0
2017-02-22,12,13.0
2017-02-22,13,17.0
2017-02-22,14,7.0
2017-02-22,15,6.0
2017-02-22,16,9.0
2017-02-22,17,15.0
2017-02-22,18,15.0
2017-02-22,19,14.0
2017-02-22,20,27.0
2017-02-22,21,29.0
2017-02-22,22,28.0
2017-02-22,23,26.0
2017-02-23,0,48.0
2017-02-23,1,58.0
2017-02-23,2,45.0
2017-02-23,3,34.0
2017-02-23,4,24.0
2017-02-23,5,27.0
2017-02-23,6,32.0
2017-02-23,7,38.0
2017-02-23,8,33.0
2017-02-23,9,35.0
2017-02-23,10,33.0
2017-02-23,11,40.0
2017-02-23,12,42.0
2017-02-23,13,36.0
2017-02-23,14,39.0
2017-02-23,15,31.0
2017-02-23,16,28.0
2017-02-23,17,40.0
2017-02-23,18,35.0
2017-02-23,19,30.0
2017-02-23,20,22.0
2017-02-23,21,13.0
2017-02-23,22,18.0
2017-02-23,23,17.0
2017-02-24,0,25.0
2017-02-24,1,20.0
2017-02-24,2,23.0
2017-02-24,3,24.0
2017-02-24,4,27.0
2017-02-24,5,30.0
2017-02-24,6,27.0
2017-02-24,7,21.0
2017-02-24,8,22.0
2017-02-24,9,29.0
2017-02-24,10,27.0
2017-02-24,11,26.0
2017-02-24,12,25.0
2017-02-24,13,25.0
2017-02-24,14,23.0
2017-02-24,15,28.0
2017-02-24,16,27.0
2017-02-24,17,21.0
2017-02-24,18,25.0
2017-02-24,19,23.0
2017-02-24,20,24.0
2017-02-24,21,21.0
2017-02-24,22,27.0
2017-02-24,23,32.0
2017-02-25,0,39.0
2017-02-25,1,51.0
2017-02-25,2,53.0
2017-02-25,3,60.0
2017-02-25,4,62.0
2017-02-25,5,55.0
2017-02-25,6,53.0
2017-02-25,7,45.0
2017-02-25,8,57.0
2017-02-25,9,53.0
2017-02-25,10,55.0
2017-02-25,11,47.0
2017-02-25,12,37.0
2017-02-25,13,25.0
2017-02-25,14,23.0
2017-02-25,15,24.0
2017-02-25,16,26.0
2017-02-25,17,31.0
2017-02-25,18,24.0
2017-02-25,19,27.0
2017-02-25,20,25.0
2017-02-25,21,21.0
2017-02-25,22,31.0
2017-02-25,23,33.0
2017-02-26,0,40.0
2017-02-26,1,47.0
2017-02-26,2,63.0
2017-02-26,3,64.0
2017-02-26,4,56.0
2017-02-26,5,52.0
2017-02-26,6,48.0
2017-02-26,7,48.0
2017-02-26,8,46.0
2017-02-26,9,45.0
2017-02-26,10,54.0
2017-02-26,11,46.0
2017-02-26,12,41.0
2017-02-26,13,46.0
2017-02-26,14,26.0
2017-02-26,15,21.0
2017-02-26,16,19.0
2017-02-26,17,24.0
2017-02-26,18,24.0
2017-02-26,19,27.0
2017-02-26,20,21.0
2017-02-26,21,19.0
2017-02-26,22,20.0
2017-02-26,23,23.0
2017-02-27,0,28.0
2017-02-27,1,28.0
2017-02-27,2,34.0
2017-02-27,3,36.0
2017-02-27,4,34.0
2017-02-27,5,29.0
2017-02-27,6,34.0
2017-02-27,7,34.0
2017-02-27,8,36.0
2017-02-27,9,41.0
2017-02-27,10,48.0
2017-02-27,11,50.0
2017-02-27,12,45.0
2017-02-27,13,25.0
2017-02-27,14,26.0
2017-02-27,15,26.0
2017-02-27,16,24.0
2017-02-27,17,35.0
2017-02-27,18,38.0
2017-02-27,19,33.0
2017-02-27,20,19.0
2017-02-27,21,23.0
2017-02-27,22,13.0
2017-02-27,23,15.0
2017-02-28,0,22.0
2017-02-28,1,26.0
2017-02-28,2,24.0
2017-02-28,3,22.0
2017-02-28,4,21.0
2017-02-28,5,20.0
2017-02-28,6,22.0
2017-02-28,7,29.0
2017-02-28,8,31.0
2017-02-28,9,35.0
2017-02-28,10,49.0
2017-02-28,11,50.0
2017-02-28,12,39.0
2017-02-28,13,41.0
2017-02-28,14,44.0
2017-02-28,15,57.0
2017-02-28,16,44.0
2017-02-28,17,44.0
2017-02-28,18,45.0
2017-02-28,19,40.0
2017-02-28,20,28.0
2017-02-28,21,33.0
2017-02-28,22,29.0
2017-02-28,23,41.0
2017-03-01,0,37.0
2017-03-01,1,56.0
2017-03-01,2,39.0
2017-03-01,3,37.0
2017-03-01,4,37.0
2017-03-01,5,40.0
2017-03-01,6,40.0
2017-03-01,7,42.0
2017-03-01,8,40.0
2017-03-01,9,46.0
2017-03-01,10,50.0
2017-03-01,11,64.0
2017-03-01,12,50.0
2017-03-01,13,53.0
2017-03-01,14,58.0
2017-03-01,15,65.0
2017-03-01,16,56.0
2017-03-01,17,51.0
2017-03-01,18,30.0
2017-03-01,19,22.0
2017-03-01,20,30.0
2017-03-01,21,30.0
2017-03-01,22,29.0
2017-03-01,23,28.0
2017-03-02,0,28.0
2017-03-02,1,33.0
2017-03-02,2,46.0
2017-03-02,3,24.0
2017-03-02,4,20.0
2017-03-02,5,25.0
2017-03-02,6,29.0
2017-03-02,7,35.0
2017-03-02,8,26.0
2017-03-02,9,23.0
2017-03-02,10,23.0
2017-03-02,11,31.0
2017-03-02,12,37.0
2017-03-02,13,33.0
2017-03-02,14,36.0
2017-03-02,15,33.0
2017-03-02,16,33.0
2017-03-02,17,33.0
2017-03-02,18,39.0
2017-03-02,19,26.0
2017-03-02,20,14.0
2017-03-02,21,17.0
2017-03-02,22,13.0
2017-03-02,23,14.0
2017-03-03,0,12.0
2017-03-03,1,19.0
2017-03-03,2,18.0
2017-03-03,3,24.0
2017-03-03,4,23.0
2017-03-03,5,26.0
2017-03-03,6,25.0
2017-03-03,7,22.0
2017-03-03,8,24.0
2017-03-03,9,32.0
2017-03-03,10,45.0
2017-03-03,11,51.0
2017-03-03,12,58.0
2017-03-03,13,54.0
2017-03-03,14,51.0
2017-03-03,15,57.0
2017-03-03,16,54.0
2017-03-03,17,63.0
2017-03-03,18,55.0
2017-03-03,19,44.0
2017-03-03,20,35.0
2017-03-03,21,31.0
2017-03-03,22,33.0
2017-03-03,23,35.0
2017-03-04,0,35.0
2017-03-04,1,38.0
2017-03-04,2,48.0
2017-03-04,3,45.0
2017-03-04,4,48.0
2017-03-04,5,45.0
2017-03-04,6,49.0
2017-03-04,7,45.0
2017-03-04,8,40.0
2017-03-04,9,48.0
2017-03-04,10,59.0
2017-03-04,11,50.0
2017-03-04,12,43.0
2017-03-04,13,34.0
2017-03-04,14,33.0
2017-03-04,15,41.0
2017-03-04,16,58.0
2017-03-04,17,57.0
2017-03-04,18,48.0
2017-03-04,19,35.0
2017-03-04,20,31.0
2017-03-04,21,41.0
2017-03-04,22,41.0
2017-03-04,23,36.0
2017-03-05,0,38.0
2017-03-05,1,34.0
2017-03-05,2,45.0
2017-03-05,3,45.0
2017-03-05,4,41.0
2017-03-05,5,39.0
2017-03-05,6,41.0
2017-03-05,7,37.0
2017-03-05,8,35.0
2017-03-05,9,39.0
2017-03-05,10,50.0
2017-03-05,11,42.0
2017-03-05,12,39.0
2017-03-05,13,47.0
2017-03-05,14,50.0
2017-03-05,15,65.0
2017-03-05,16,75.0
2017-03-05,17,74.0
2017-03-05,18,69.0
2017-03-05,19,62.0
2017-03-05,20,48.0
2017-03-05,21,33.0
2017-03-05,22,33.0
2017-03-05,23,34.0
2017-03-06,0,37.0
2017-03-06,1,53.0
2017-03-06,2,49.0
2017-03-06,3,41.0
2017-03-06,4,31.0
2017-03-06,5,37.0
2017-03-06,6,44.0
2017-03-06,7,39.0
2017-03-06,8,41.0
2017-03-06,9,37.0
2017-03-06,10,48.0
2017-03-06,11,43.0
2017-03-06,12,42.0
2017-03-06,13,36.0
2017-03-06,14,29.0
2017-03-06,15,36.0
2017-03-06,16,27.0
2017-03-06,17,33.0
2017-03-06,18,32.0
2017-03-06,19,31.0
2017-03-06,20,20.0
2017-03-06,21,23.0
2017-03-06,22,22.0
2017-03-06,23,20.0
2017-03-07,0,22.0
2017-03-07,1,29.0
2017-03-07,2,27.0
2017-03-07,3,30.0
2017-03-07,4,31.0
2017-03-07,5,28.0
2017-03-07,6,33.0
2017-03-07,7,27.0
2017-03-07,8,27.0
2017-03-07,9,43.0
2017-03-07,10,42.0
2017-03-07,11,36.0
2017-03-07,12,33.0
2017-03-07,13,28.0
2017-03-07,14,35.0
2017-03-07,15,26.0
2017-03-07,16,22.0
2017-03-07,17,27.0
2017-03-07,18,26.0
2017-03-07,19,17.0
2017-03-07,20,22.0
2017-03-07,21,66.0
2017-03-07,22,
2017-03-07,23,7.0
2017-03-08,0,18.0
2017-03-08,1,23.0
2017-03-08,2,22.0
2017-03-08,3,25.0
2017-03-08,4,26.0
2017-03-08,5,35.0
2017-03-08,6,29.0
2017-03-08,7,31.0
2017-03-08,8,40.0
2017-03-08,9,43.0
2017-03-08,10,54.0
2017-03-08,11,65.0
2017-03-08,12,71.0
2017-03-08,13,73.0
2017-03-08,14,73.0
2017-03-08,15,56.0
2017-03-08,16,48.0
2017-03-08,17,47.0
2017-03-08,18,38.0
2017-03-08,19,33.0
2017-03-08,20,31.0
2017-03-08,21,34.0
2017-03-08,22,36.0
2017-03-08,23,38.0
2017-03-09,0,33.0
2017-03-09,1,27.0
2017-03-09,2,38.0
2017-03-09,3,40.0
2017-03-09,4,41.0
2017-03-09,5,49.0
2017-03-09,6,51.0
2017-03-09,7,49.0
2017-03-09,8,56.0
2017-03-09,9,53.0
2017-03-09,10,56.0
2017-03-09,11,56.0
2017-03-09,12,47.0
2017-03-09,13,49.0
2017-03-09,14,56.0
2017-03-09,15,61.0
2017-03-09,16,51.0
2017-03-09,17,55.0
2017-03-09,18,53.0
2017-03-09,19,48.0
2017-03-09,20,37.0
2017-03-09,21,32.0
2017-03-09,22,22.0
2017-03-09,23,29.0
2017-03-10,0,30.0
2017-03-10,1,34.0
2017-03-10,2,36.0
2017-03-10,3,40.0
2017-03-10,4,36.0
2017-03-10,5,40.0
2017-03-10,6,37.0
2017-03-10,7,36.0
2017-03-10,8,43.0
2017-03-10,9,44.0
2017-03-10,10,50.0
2017-03-10,11,52.0
2017-03-10,12,56.0
2017-03-10,13,45.0
2017-03-10,14,45.0
2017-03-10,15,50.0
2017-03-10,16,56.0
2017-03-10,17,59.0
2017-03-10,18,46.0
2017-03-10,19,44.0
2017-03-10,20,37.0
2017-03-10,21,39.0
2017-03-10,22,39.0
2017-03-10,23,49.0
2017-03-11,0,43.0
2017-03-11,1,33.0
2017-03-11,2,29.0
2017-03-11,3,26.0
2017-03-11,4,28.0
2017-03-11,5,30.0
2017-03-11,6,32.0
2017-03-11,7,32.0
2017-03-11,8,33.0
2017-03-11,9,40.0
2017-03-11,10,49.0
2017-03-11,11,48.0
2017-03-11,12,49.0
2017-03-11,13,52.0
2017-03-11,14,57.0
2017-03-11,15,62.0
2017-03-11,16,73.0
2017-03-11,17,86.0
2017-03-11,18,72.0
2017-03-11,19,67.0
2017-03-11,20,57.0
2017-03-11,21,56.0
2017-03-11,22,64.0
2017-03-11,23,66.0
2017-03-12,0,63.0
2017-03-12,1,67.0
2017-03-12,2,82.0
2017-03-12,3,78.0
2017-03-12,4,77.0
2017-03-12,5,76.0
2017-03-12,6,73.0
2017-03-12,7,73.0
2017-03-12,8,73.0
2017-03-12,9,78.0
2017-03-12,10,83.0
2017-03-12,11,85.0
2017-03-12,12,78.0
2017-03-12,13,68.0
2017-03-12,14,65.0
2017-03-12,15,53.0
2017-03-12,16,59.0
2017-03-12,17,53.0
2017-03-12,18,39.0
2017-03-12,19,37.0
2017-03-12,20,37.0
2017-03-12,21,47.0
2017-03-12,22,46.0
2017-03-12,23,38.0
2017-03-13,0,65.0
2017-03-13,1,81.0
2017-03-13,2,80.0
2017-03-13,3,78.0
2017-03-13,4,75.0
2017-03-13,5,70.0
2017-03-13,6,51.0
2017-03-13,7,48.0
2017-03-13,8,46.0
2017-03-13,9,44.0
2017-03-13,10,48.0
2017-03-13,11,58.0
2017-03-13,12,55.0
2017-03-13,13,50.0
2017-03-13,14,54.0
2017-03-13,15,48.0
2017-03-13,16,54.0
2017-03-13,17,52.0
2017-03-13,18,51.0
2017-03-13,19,50.0
2017-03-13,20,44.0
2017-03-13,21,48.0
2017-03-13,22,51.0
2017-03-13,23,49.0
2017-03-14,0,37.0
2017-03-14,1,39.0
2017-03-14,2,46.0
2017-03-14,3,46.0
2017-03-14,4,50.0
2017-03-14,5,44.0
2017-03-14,6,49.0
2017-03-14,7,47.0
2017-03-14,8,47.0
2017-03-14,9,52.0
2017-03-14,10,59.0
2017-03-14,11,64.0
2017-03-14,12,63.0
2017-03-14,13,52.0
2017-03-14,14,51.0
2017-03-14,15,45.0
2017-03-14,16,52.0
2017-03-14,17,55.0
2017-03-14,18,58.0
2017-03-14,19,61.0
2017-03-14,20,39.0
2017-03-14,21,32.0
2017-03-14,22,33.0
2017-03-14,23,37.0
2017-03-15,0,33.0
2017-03-15,1,24.0
2017-03-15,2,28.0
2017-03-15,3,30.0
2017-03-15,4,26.0
2017-03-15,5,30.0
2017-03-15,6,34.0
2017-03-15,7,35.0
2017-03-15,8,38.0
2017-03-15,9,41.0
2017-03-15,10,45.0
2017-03-15,11,37.0
2017-03-15,12,35.0
2017-03-15,13,34.0
2017-03-15,14,38.0
2017-03-15,15,43.0
2017-03-15,16,43.0
2017-03-15,17,58.0
2017-03-15,18,55.0
2017-03-15,19,41.0
2017-03-15,20,35.0
2017-03-15,21,34.0
2017-03-15,22,33.0
2017-03-15,23,39.0
2017-03-16,0,41.0
2017-03-16,1,50.0
2017-03-16,2,50.0
2017-03-16,3,52.0
2017-03-16,4,47.0
2017-03-16,5,44.0
2017-03-16,6,50.0
2017-03-16,7,54.0
2017-03-16,8,43.0
2017-03-16,9,60.0
2017-03-16,10,69.0
2017-03-16,11,74.0
2017-03-16,12,71.0
2017-03-16,13,60.0
2017-03-16,14,76.0
2017-03-16,15,68.0
2017-03-16,16,63.0
2017-03-16,17,63.0
2017-03-16,18,65.0
2017-03-16,19,49.0
2017-03-16,20,45.0
2017-03-16,21,40.0
2017-03-16,22,37.0
2017-03-16,23,54.0
2017-03-17,0,51.0
2017-03-17,1,49.0
2017-03-17,2,58.0
2017-03-17,3,61.0
2017-03-17,4,64.0
2017-03-17,5,57.0
2017-03-17,6,65.0
2017-03-17,7,56.0
2017-03-17,8,53.0
2017-03-17,9,69.0
2017-03-17,10,88.0
2017-03-17,11,95.0
2017-03-17,12,94.0
2017-03-17,13,86.0
2017-03-17,14,75.0
2017-03-17,15,65.0
2017-03-17,16,62.0
2017-03-17,17,63.0
2017-03-17,18,68.0
2017-03-17,19,54.0
2017-03-17,20,45.0
2017-03-17,21,34.0
2017-03-17,22,37.0
2017-03-17,23,55.0
2017-03-18,0,67.0
2017-03-18,1,60.0
2017-03-18,2,59.0
2017-03-18,3,65.0
2017-03-18,4,73.0
2017-03-18,5,70.0
2017-03-18,6,58.0
2017-03-18,7,63.0
2017-03-18,8,81.0
2017-03-18,9,96.0
2017-03-18,10,93.0
2017-03-18,11,99.0
2017-03-18,12,99.0
2017-03-18,13,78.0
2017-03-18,14,54.0
2017-03-18,15,41.0
2017-03-18,16,48.0
2017-03-18,17,49.0
2017-03-18,18,43.0
2017-03-18,19,39.0
2017-03-18,20,48.0
2017-03-18,21,42.0
2017-03-18,22,45.0
2017-03-18,23,46.0
2017-03-19,0,55.0
2017-03-19,1,53.0
2017-03-19,2,69.0
2017-03-19,3,61.0
2017-03-19,4,56.0
2017-03-19,5,55.0
2017-03-19,6,54.0
2017-03-19,7,60.0
2017-03-19,8,53.0
2017-03-19,9,61.0
2017-03-19,10,70.0
2017-03-19,11,63.0
2017-03-19,12,62.0
2017-03-19,13,54.0
2017-03-19,14,55.0
2017-03-19,15,59.0
2017-03-19,16,72.0
2017-03-19,17,80.0
2017-03-19,18,58.0
2017-03-19,19,57.0
2017-03-19,20,50.0
2017-03-19,21,53.0
2017-03-19,22,56.0
2017-03-19,23,66.0
2017-03-20,0,70.0
2017-03-20,1,67.0
2017-03-20,2,64.0
2017-03-20,3,68.0
2017-03-20,4,64.0
2017-03-20,5,69.0
2017-03-20,6,68.0
2017-03-20,7,59.0
2017-03-20,8,63.0
2017-03-20,9,62.0
2017-03-20,10,71.0
2017-03-20,11,64.0
2017-03-20,12,66.0
2017-03-20,13,62.0
2017-03-20,14,63.0
2017-03-20,15,58.0
2017-03-20,16,58.0
2017-03-20,17,75.0
2017-03-20,18,97.0
2017-03-20,19,106.0
2017-03-20,20,91.0
2017-03-20,21,131.0
2017-03-20,22,120.0
2017-03-20,23,111.0
2017-03-21,0,109.0
2017-03-21,1,131.0
2017-03-21,2,139.0
2017-03-21,3,115.0
2017-03-21,4,105.0
2017-03-21,5,100.0
2017-03-21,6,96.0
2017-03-21,7,96.0
2017-03-21,8,99.0
2017-03-21,9,101.0
2017-03-21,10,72.0
2017-03-21,11,42.0
2017-03-21,12,43.0
2017-03-21,13,53.0
2017-03-21,14,75.0
2017-03-21,15,70.0
2017-03-21,16,43.0
2017-03-21,17,43.0
2017-03-21,18,61.0
2017-03-21,19,75.0
2017-03-21,20,77.0
2017-03-21,21,58.0
2017-03-21,22,56.0
2017-03-21,23,51.0
2017-03-22,0,46.0
2017-03-22,1,37.0
2017-03-22,2,40.0
2017-03-22,3,43.0
2017-03-22,4,38.0
2017-03-22,5,42.0
2017-03-22,6,47.0
2017-03-22,7,47.0
2017-03-22,8,52.0
2017-03-22,9,59.0
2017-03-22,10,58.0
2017-03-22,11,65.0
2017-03-22,12,54.0
2017-03-22,13,42.0
2017-03-22,14,45.0
2017-03-22,15,44.0
2017-03-22,16,54.0
2017-03-22,17,61.0
2017-03-22,18,59.0
2017-03-22,19,41.0
2017-03-22,20,33.0
2017-03-22,21,23.0
2017-03-22,22,37.0
2017-03-22,23,34.0
2017-03-23,0,43.0
2017-03-23,1,38.0
2017-03-23,2,44.0
2017-03-23,3,50.0
2017-03-23,4,53.0
2017-03-23,5,61.0
2017-03-23,6,65.0
2017-03-23,7,67.0
2017-03-23,8,73.0
2017-03-23,9,86.0
2017-03-23,10,86.0
2017-03-23,11,83.0
2017-03-23,12,81.0
2017-03-23,13,83.0
2017-03-23,14,63.0
2017-03-23,15,57.0
2017-03-23,16,62.0
2017-03-23,17,75.0
2017-03-23,18,81.0
2017-03-23,19,62.0
2017-03-23,20,53.0
2017-03-23,21,53.0
2017-03-23,22,54.0
2017-03-23,23,58.0
2017-03-24,0,56.0
2017-03-24,1,47.0
2017-03-24,2,50.0
2017-03-24,3,57.0
2017-03-24,4,53.0
2017-03-24,5,38.0
2017-03-24,6,33.0
2017-03-24,7,31.0
2017-03-24,8,29.0
2017-03-24,9,34.0
2017-03-24,10,40.0
2017-03-24,11,43.0
2017-03-24,12,49.0
2017-03-24,13,62.0
2017-03-24,14,55.0
2017-03-24,15,51.0
2017-03-24,16,49.0
2017-03-24,17,76.0
2017-03-24,18,82.0
2017-03-24,19,64.0
2017-03-24,20,61.0
2017-03-24,21,55.0
2017-03-24,22,58.0
2017-03-24,23,63.0
2017-03-25,0,50.0
2017-03-25,1,41.0
2017-03-25,2,54.0
2017-03-25,3,55.0
2017-03-25,4,61.0
2017-03-25,5,55.0
2017-03-25,6,76.0
2017-03-25,7,86.0
2017-03-25,8,74.0
2017-03-25,9,63.0
2017-03-25,10,64.0
2017-03-25,11,51.0
2017-03-25,12,61.0
2017-03-25,13,56.0
2017-03-25,14,50.0
2017-03-25,15,28.0
2017-03-25,16,33.0
2017-03-25,17,43.0
2017-03-25,18,43.0
2017-03-25,19,31.0
2017-03-25,20,50.0
2017-03-25,21,41.0
2017-03-25,22,45.0
2017-03-25,23,45.0
2017-03-26,0,50.0
2017-03-26,1,49.0
2017-03-26,2,46.0
2017-03-26,3,51.0
2017-03-26,4,49.0
2017-03-26,5,48.0
2017-03-26,6,45.0
2017-03-26,7,45.0
2017-03-26,8,44.0
2017-03-26,9,51.0
2017-03-26,10,47.0
2017-03-26,11,50.0
2017-03-26,12,50.0
2017-03-26,13,54.0
2017-03-26,14,61.0
2017-03-26,15,57.0
2017-03-26,16,43.0
2017-03-26,17,51.0
2017-03-26,18,54.0
2017-03-26,19,52.0
2017-03-26,20,47.0
2017-03-26,21,51.0
2017-03-26,22,55.0
2017-03-26,23,59.0
2017-03-27,0,52.0
2017-03-27,1,77.0
2017-03-27,2,75.0
2017-03-27,3,71.0
2017-03-27,4,61.0
2017-03-27,5,55.0
2017-03-27,6,55.0
2017-03-27,7,63.0
2017-03-27,8,68.0
2017-03-27,9,73.0
2017-03-27,10,85.0
2017-03-27,11,87.0
2017-03-27,12,91.0
2017-03-27,13,63.0
2017-03-27,14,60.0
2017-03-27,15,77.0
2017-03-27,16,93.0
2017-03-27,17,23.0
2017-03-27,18,23.0
2017-03-27,19,28.0
2017-03-27,20,38.0
2017-03-27,21,47.0
2017-03-27,22,63.0
2017-03-27,23,62.0
2017-03-28,0,63.0
2017-03-28,1,73.0
2017-03-28,2,83.0
2017-03-28,3,79.0
2017-03-28,4,70.0
2017-03-28,5,59.0
2017-03-28,6,54.0
2017-03-28,7,51.0
2017-03-28,8,60.0
2017-03-28,9,67.0
2017-03-28,10,85.0
2017-03-28,11,91.0
2017-03-28,12,88.0
2017-03-28,13,83.0
2017-03-28,14,70.0
2017-03-28,15,72.0
2017-03-28,16,63.0
2017-03-28,17,67.0
2017-03-28,18,76.0
2017-03-28,19,62.0
2017-03-28,20,54.0
2017-03-28,21,46.0
2017-03-28,22,32.0
2017-03-28,23,34.0
2017-03-29,0,50.0
2017-03-29,1,59.0
2017-03-29,2,65.0
2017-03-29,3,62.0
2017-03-29,4,45.0
2017-03-29,5,37.0
2017-03-29,6,32.0
2017-03-29,7,28.0
2017-03-29,8,21.0
2017-03-29,9,31.0
2017-03-29,10,46.0
2017-03-29,11,45.0
2017-03-29,12,55.0
2017-03-29,13,52.0
2017-03-29,14,56.0
2017-03-29,15,61.0
2017-03-29,16,64.0
2017-03-29,17,66.0
2017-03-29,18,61.0
2017-03-29,19,51.0
2017-03-29,20,44.0
2017-03-29,21,47.0
2017-03-29,22,42.0
2017-03-29,23,39.0
2017-03-30,0,42.0
2017-03-30,1,42.0
2017-03-30,2,50.0
2017-03-30,3,49.0
2017-03-30,4,49.0
2017-03-30,5,43.0
2017-03-30,6,49.0
2017-03-30,7,48.0
2017-03-30,8,43.0
2017-03-30,9,54.0
2017-03-30,10,70.0
2017-03-30,11,74.0
2017-03-30,12,64.0
2017-03-30,13,68.0
2017-03-30,14,62.0
2017-03-30,15,72.0
2017-03-30,16,71.0
2017-03-30,17,71.0
2017-03-30,18,65.0
2017-03-30,19,69.0
2017-03-30,20,63.0
2017-03-30,21,45.0
2017-03-30,22,47.0
2017-03-30,23,46.0
2017-03-31,0,46.0
2017-03-31,1,50.0
2017-03-31,2,69.0
2017-03-31,3,66.0
2017-03-31,4,67.0
2017-03-31,5,61.0
2017-03-31,6,53.0
2017-03-31,7,46.0
2017-03-31,8,48.0
2017-03-31,9,54.0
2017-03-31,10,49.0
2017-03-31,11,58.0
2017-03-31,12,74.0
2017-03-31,13,83.0
